CharacteristicName,ResultMeasure/MeasureUnitCode,Frequency
CFC-12,ug/l,75
Cacodylic acid,ug/g,238
Cadmium,mg/kg,1661
Cadmium,mg/l,50
Cadmium,ug/g,72
Cadmium,ug/kg,328
Cadmium,ug/l,1119
Cadmium,umol/g,30
Caffeine,ug/l,8
Caffeine-13C,%,52
Caffeine-d9,%,47
Caffeine-trimethyl-13C3,%,4
Calcium,%,17
Calcium,mg/g,15
Calcium,mg/kg,1483
Calcium,mg/l,21841
Calcium,ug/kg,95
Calcium,ug/l,212
Calcium carbonate,mg/l,8739
Camphor,ug/kg,1
Camphor,ug/l,10
Captan,ug/kg,225
Captan,ug/l,28
Carbamazepine-d10,%,2
Carbaryl,ug/l,8
Carbazole,ug/kg,338
Carbazole,ug/l,14
Carbon,%,24
Carbon,% by wt,253
Carbon,g/kg,140
Carbon,mg/l,783
Carbon,ug/g,264
Carbon dioxide,mg/l,5894
Carbon disulfide,ug/kg,3
Carbon disulfide,ug/l,13
Carbon tetrachloride,ug/kg,32
Carbon tetrachloride,ug/l,104
"Carbon, black",mg/kg,8
"Carbonaceous biochemical oxygen demand, non-standard conditions",mg/l,12
"Carbonaceous biochemical oxygen demand, standard conditions",mg/l,93
Carbonate,mg/l,1798
Carbonate,mg/l CaCO3,61
Carbophenothion,ug/kg,10
Carbophenothion,ug/l,16
Carbophenothion-methyl,ug/kg,10
Carbophenothion-methyl,ug/l,16
Cations-Anions,meq/L,1
Cell Volume,#/ml,40476
Ceriodaphnia,count,25
Cerium,mg/kg,328
Cesium,mg/kg,186
Cesium-137,pCi/g,430
Chamber area,mm2,473
Chaoborus,count,4
Chemical oxygen demand,mg/kg,27
Chemical oxygen demand,mg/l,792
Chemical oxygen demand,ug/l,37
"Chemical oxygen demand, (high level)",mg/l,145
"Chemical oxygen demand, (low level)",mg/l,1
Chlordane,mg/kg,20
Chlordane,ug/g,52
Chlordane,ug/kg,12
Chlordane,ug/l,32
"Chlordane, technical",ug/kg,26
"Chlordane, technical",ug/l,53
"Chlordane, technical, and/or chlordane metabolites",ppb,1
Chloride,mg/l,84319
Chloride,ug/l,216
Chlorinated naphthalenes,ug/l,40
Chlorine,mg/l,78
Chlorobenzene,ug/kg,32
Chlorobenzene,ug/l,104
Chlorodibromomethane,ug/kg,32
Chlorodibromomethane,ug/l,103
Chloroethane,ug/kg,3
Chloroethane,ug/l,103
Chloroform,ug/kg,32
Chloroform,ug/l,101
Chloromethane,ug/kg,3
Chloromethane,ug/l,101
Chlorophyll,RFU,789
Chlorophyll,ug/l,1353
Chlorophyll a,#/l,542
Chlorophyll a,IVFU,32
Chlorophyll a,None,1
Chlorophyll a,RFU,1694
Chlorophyll a,mg/l,148
Chlorophyll a,mg/m2,30
Chlorophyll a,mg/m3,150
Chlorophyll a,ppb,1181
Chlorophyll a,ug/l,34417
Chlorophyll a (probe relative fluorescence),ug/l,370441
Chlorophyll a (probe),ppb,1760
Chlorophyll a (probe),ug/l,70
Chlorophyll a - Phytoplankton (suspended),ug/l,2
"Chlorophyll a, corrected for pheophytin",mg/l,237
"Chlorophyll a, corrected for pheophytin",mg/m3,2
"Chlorophyll a, corrected for pheophytin",ppb,1641
"Chlorophyll a, corrected for pheophytin",ug/l,167174
"Chlorophyll a, free of pheophytin",mg/m3,450
"Chlorophyll a, free of pheophytin",ppb,1526
"Chlorophyll a, free of pheophytin",ug/l,3457
"Chlorophyll a, uncorrected for pheophytin",mg/l,41
"Chlorophyll a, uncorrected for pheophytin",mg/m2,6
"Chlorophyll a, uncorrected for pheophytin",ppb,1140
"Chlorophyll a, uncorrected for pheophytin",ug/l,64587
Chlorophyll b,#/l,4
Chlorophyll b,mg/m2,14
Chlorophyll b,ppb,595
Chlorophyll b,ug/l,16594
Chlorophyll c,#/l,4
Chlorophyll c,ppb,595
Chlorophyll c,ug/l,23574
Chlorophyll/Pheophytin ratio,%,706
Chlorophyll/Pheophytin ratio,None,11591
Chlorophyll/Pheophytin ratio,ug/l,2779
Chlorpyrifos,ug/l,26
Chlorthal-dimethyl,ng/g,10
Chlorthal-dimethyl,pg/l,13
Chlorthal-dimethyl,ug/g,6
Chlorthal-dimethyl,ug/l,27
Cholesterol,ng/l,18
Cholesterol,ug/kg,75
Cholesterol,ug/l,34
Cholesterol-d7,%,18
Chromium,mg/kg,1896
Chromium,mg/l,116
Chromium,ug/g,77
Chromium,ug/kg,115
Chromium,ug/l,813
Chromium,umol/g,6
Chromium(VI),ug/l,2
Chromium(VI),ug/l as Cr,4
Chrysene,None,2
Chrysene,mg/kg,1
Chrysene,ng,4
Chrysene,ng/g,120
Chrysene,ng/l,10
Chrysene,ug/g,2
Chrysene,ug/kg,734
Chrysene,ug/l,49
Chydoridae,count,41
Cloud cover,%,44188
Cloud cover (choice list),None,6
Cloud cover (percent),%,1054
Cobalt,mg/kg,685
Cobalt,ug/g,63
Cobalt,ug/kg,95
Cobalt,ug/l,181
Codeine-d6,%,4
Cohesion,psf,6
"Coliform/Streptococcus ratio, fecal",None,241
"Coliphage, Male Specific (F+) Group IV",#/100ml,332
"Coliphage, Male Specific (F+) Group IV",#/l,2
Colobaea,count,1
Colored dissolved organic matter (CDOM),RFU,2
Conductivity,NTU,2
Conductivity,mS/cm,6554
Conductivity,uS/cm,332108
Conductivity,umho,3
Conductivity,umho/cm,10962
Copper,mg/kg,2258
Copper,mg/l,118
Copper,ug/g,89
Copper,ug/kg,151
Copper,ug/l,1961
Copper,umol/g,30
Coprosterol,ng/l,4
Coprosterol,ug/kg,51
Coprosterol,ug/l,1
Cotinine,ng/l,1
Cotinine-d3,%,4
Count,#/m2,44
Count,#/m3,1865
Count,#/ml,1797
Count,%,3
Count,None,55523
Count,count,17152
Cryptosporidium,#/100L,4
Cumene,ug/kg,2
Cumene,ug/l,105
Cyanazine,ug/kg,226
Cyanazine,ug/l,32
Cyanide,mg/kg,41
Cyanide,mg/l,76
Cyanide,ug/l,108
Cyanides amenable to chlorination (HCN & CN),mg/l,2
Cyanobacteria,cp/100 mL,5
Cyclonite,ug/l,1051
Cyclops,count,39
Cylindrospermopsin,None,1
Cylindrospermopsin,ug/l,353
Cymene,ug/l,75
D-Limonene,ug/kg,9
D-Limonene,ug/l,1
"DDD, o,o'-, o,p'-, and p,p'- isomers",ng/g,13
"DDD, o,o'-, o,p'-, and p,p'- isomers",pg/l,9
"DDD, o,o'-, o,p'-, and p,p'- isomers",ug/kg,2
"DDE, o,o'-, o,p'-, and p,p'- isomers",ng/g,13
"DDE, o,o'-, o,p'-, and p,p'- isomers",pg/l,12
"DDE, o,o'-, o,p'-, and p,p'- isomers",ug/kg,7
"DDT, o,p'- and p,p'- isomers",ng/g,13
"DDT, o,p'- and p,p'- isomers",pg/l,13
"DDT/DDD/DDE, sum of p,p' & o,p' isomers",ug/g,8
"DDT/DDD/DDE, sum of p,p' & o,p' isomers",ug/kg,10
Dalapon,ug/l,6
Daphnia,count,41
Data-logger operating voltage,volts,49
Dead centric diatoms,None,764
Dead pennate diatoms,None,765
Decabromodiphenyl oxide,ng/kg,66
Decachlorobiphenyl,%,926
Decachlorobiphenyl,ng,30
Decachlorobiphenyl,ng/g,19
Decachlorobiphenyl,ng/kg,484
Decachlorobiphenyl,pg/g,70
Decachlorobiphenyl,ug/g,6
Decafluorobiphenyl,%,135
Decane,ug/kg,238
Dechloroacetochlor,ug/l,1
Dechlorometolachlor,ug/l,1
Deethylcyanazine acid,ug/l,1
Density,#/m2,4431
Density,#/m3,23296
Density,g/cm3,423
Density,lb/ft3,15
Density of water at 20 deg C,g/mL @ 20C,1
Depth,%,1853
Depth,None,467
Depth,cm,1
Depth,ft,22501
Depth,m,5553
Depth,micron,2651
Depth of pond or reservoir in feet,ft,1093
Depth of water column,ft,5
Depth to water level below land surface,ft,766
"Depth, Secchi disk depth",cm,941
"Depth, Secchi disk depth",deg F,1
"Depth, Secchi disk depth",ft,241433
"Depth, Secchi disk depth",in,1959
"Depth, Secchi disk depth",m,653781
"Depth, bottom",cm,654
"Depth, bottom",ft,1341
"Depth, bottom",m,5501
"Depth, from ground surface to well water level",m,766
"Depth, snow cover",in,56
"Depth, snow cover",m,4
"Depth, snow cover",mm,23
Desisopropyl atrazine,ug/l,1
"Detergent, severity (choice list)",code,136
Deuterium,per mil,125
Di(2-ethylhexyl) phthalate,ug/g,2
Di(2-ethylhexyl) phthalate,ug/kg,329
Di(2-ethylhexyl) phthalate,ug/l,19
Di-n-octyl phthalate,ug/g,2
Di-n-octyl phthalate,ug/kg,281
Di-n-octyl phthalate,ug/l,9
Diameter,micron,52675
Diaphanosoma,count,21
Diaptomus,count,39
Diatom conversion factor,None,356
Diatoms,#/ml,151
Diazepam-D5,%,4
Diazinon,ug/kg,10
Diazinon,ug/l,60
Diazinon-D10,%,67
"Dibenz[a,h]anthracene",None,4
"Dibenz[a,h]anthracene",ng,4
"Dibenz[a,h]anthracene",ng/g,116
"Dibenz[a,h]anthracene",ng/l,10
"Dibenz[a,h]anthracene",ug/g,2
"Dibenz[a,h]anthracene",ug/kg,523
"Dibenz[a,h]anthracene",ug/l,47
Dibenzofuran,ug/g,2
Dibenzofuran,ug/kg,281
Dibenzofuran,ug/l,9
Dibenzothiophene,ug/kg,252
Dibromomethane,ug/kg,2
Dibromomethane,ug/l,103
Dibutyl phthalate,ug/g,2
Dibutyl phthalate,ug/kg,308
Dibutyl phthalate,ug/l,9
Dicamba,ng/l,2
Dicamba,ug/l,25
Dichlorobromomethane,ug/kg,32
Dichlorobromomethane,ug/l,103
Dichlorodifluoromethane,ug/l,16
Dieldrin,None,34
Dieldrin,mg/kg,21
Dieldrin,ng/g,116
Dieldrin,ppb,1
Dieldrin,ug/g,260
Dieldrin,ug/kg,593
Dieldrin,ug/l,74
Diesel and residual range hydrocarbons,None,4
Diesel and residual range hydrocarbons,mg/kg,10
Diesel fuels no. 2,ug/kg,29
Diesel range organics,None,3
Diesel range organics,mg/kg,86
Diethyl phthalate,ug/g,2
Diethyl phthalate,ug/kg,307
Diethyl phthalate,ug/l,12
Diethylstilbestrol,ug/kg,213
Diltiazem-d3,%,4
Dimethenamid,ug/l,1
Dimethenamid ESA,ng/l,7
Dimethenamid ESA,ug/l,11
Dimethenamid OA,ng/l,3
Dimethenamid oxanilic acid,ug/l,1
Dimethoate,ug/l,20
Dimethyl phthalate,ug/g,2
Dimethyl phthalate,ug/kg,289
Dimethyl phthalate,ug/l,9
Dimethylphthalate-d6,%,11
Dinoseb,ug/l,6
Diphenhydramine-d3,%,4
Diphenylamine,ug/kg,238
Diphenylamine,ug/l,9
Dissolved oxygen (DO),%,251
Dissolved oxygen (DO),deg C,2
Dissolved oxygen (DO),deg F,19
Dissolved oxygen (DO),mS/cm,2
Dissolved oxygen (DO),mg/l,1706188
Dissolved oxygen (DO),ppm,7261
Dissolved oxygen (DO),ug/l,1221
Dissolved oxygen saturation,%,394823
Dissolved oxygen saturation,mg/l,523
Dissolved oxygen uptake,mg/l,2
Distance from/to,ft,283
Distance from/to,m,24
Disulfoton,ug/l,20
Diuron,ng/l,3
Docosane,ug/kg,238
Dodecane,ug/kg,238
Dry Bulk Density of Soils,g/cm3,28
Dry Bulk Density of Soils,lb/ft3,15
Dry Solids at 105 C,%,1
Dry Solids at 60 C,%,1
Eicosane,%,3
Eicosane,ug/kg,238
"Elevation, water surface, MSL",ft,16
Endosulfan sulfate,None,14
Endosulfan sulfate,mg/kg,20
Endosulfan sulfate,ng/g,20
Endosulfan sulfate,ug/g,5
Endosulfan sulfate,ug/kg,360
Endrin,None,30
Endrin,mg/kg,20
Endrin,ng/g,90
Endrin,ug/g,44
Endrin,ug/kg,579
Endrin,ug/l,76
Endrin aldehyde,None,32
Endrin aldehyde,mg/kg,20
Endrin aldehyde,ug/g,5
Endrin aldehyde,ug/kg,314
Endrin ketone,None,24
Endrin ketone,mg/kg,20
Endrin ketone,ug/kg,336
Enterococcus,#/100ml,1805
Enterococcus,CFU,146
Enterococcus,MPN/100ml,311
Enterococcus,cfu/100ml,3
Escherichia,#/100ml,17
Escherichia,cfu/100ml,42
Escherichia coli,#/100ml,22458
Escherichia coli,CFU,224
Escherichia coli,MPN,682
Escherichia coli,MPN/100ml,7844
Escherichia coli,cfu/100ml,1849
"Estriol-2,4,16,17-d4",%,18
Estrone,ng/l,3
"Estrone-13,14,15,16,17,18-13C6",%,18
"Ethanol, 2-(4-nonylphenoxy)-",ug/kg,4
"Ethanol, 2-(4-nonylphenoxy)-",ug/l,1
Ethion,ug/kg,10
Ethion,ug/l,16
Ethyl methanesulfonate,ug/l,9
Ethyl nicotinate-d4,%,2
Ethylan,ug/l,10
Ethylbenzene,ug/kg,32
Ethylbenzene,ug/l,105
Ethylene dibromide,ug/kg,2
Ethylene dibromide,ug/l,103
Ethylene glycol,mg/l,1
Ethynylestradiol-d4,%,18
Exchangeable phosphorus,mg/g,2
Fecal Coliform,#/100ml,7274
Fecal Coliform,CFU,158
Fecal Coliform,MPN,126
Fecal Coliform,MPN/100ml,414
Fecal Coliform,cfu/100ml,509
Fecal Streptococcus Group Bacteria,#/100ml,412
Fecal Streptococcus Group Bacteria,cfu/100ml,336
Ferrous ion,mg/l,2
Ferrous ion,ug/l,1406
Fexofenadine,ng/l,1
Filinia,#/ml,31
"Fish Kill, Severity (choice list)",code,135
Fixed dissolved solids,mg/l,11
Fixed suspended solids,mg/l,9244
Floating Garbage Severity (choice List),code,135
Floating algae mat - severity (choice list),code,144
Floating debris - severity (choice list),code,136
Flow,cfs,243
Flow,ft/s,874
Flow,ft3/day,12
Flow,ft3/s,76
Flow,mgd,4
"Flow rate, instantaneous",gal/min,4
Flumetsulam,ng/l,1
Fluoranthene,None,2
Fluoranthene,mg/kg,2
Fluoranthene,ng,4
Fluoranthene,ng/g,120
Fluoranthene,ng/l,10
Fluoranthene,ug/g,2
Fluoranthene,ug/kg,830
Fluoranthene,ug/l,56
"Fluoranthene-1,2,3,4,5,6,7,8,9,10-d10",%,135
Fluoranthene-d10,%,223
Fluorene,None,10
Fluorene,ng,4
Fluorene,ng/g,118
Fluorene,ng/l,10
Fluorene,ug/g,2
Fluorene,ug/kg,585
Fluorene,ug/l,48
"Fluorene,2,4A-Dihydro-",ug/kg,2
Fluorene-d10,%,13
Fluoride,mg/l,2323
Fluoride,ug/l,196
Fluoxetine-d6,%,4
Fonofos,ug/l,6
FrictionAngle,psf,6
Fungi,None,124
Gage height,ft,4001
Gage height,m,8262
Gallium,mg/kg,328
Gallium,ug/g,2
Gallium,ug/l,3
Gasoline,ug/kg,29
General observation (text),None,214
Geosmin,ug/l,9
Giardia,#/100L,4
Glyptotendipes,count,2
Gran acid neutralizing capacity,mg/l,143
Gran acid neutralizing capacity,mg/l CaCO3,1
Gran acid neutralizing capacity,ug/l,451
Gross-Uranium,mg/kg,328
Gross-Uranium,pCi/g,10
Gross-Uranium,ug/l,30
Halon 1011,ug/kg,2
Halon 1011,ug/l,101
"Hardness, Ca, Mg",mg/l,26009
"Hardness, Ca, Mg",mg/l CaCO3,6473
"Hardness, Ca, Mg",ug/l,56
"Hardness, carbonate",mg/l,3102
"Hardness, carbonate",mg/l CaCO3,1240
"Hardness, non-carbonate",mg/l,395
"Hardness, non-carbonate",mg/l CaCO3,2477
"Height, gage",ft,8258
Heptachlor,None,30
Heptachlor,mg/kg,20
Heptachlor,ug/g,28
Heptachlor,ug/kg,573
Heptachlor,ug/l,76
Heptachlor epoxide,None,20
Heptachlor epoxide,mg/kg,20
Heptachlor epoxide,ng/g,96
Heptachlor epoxide,pg/l,13
Heptachlor epoxide,ppb,1
Heptachlor epoxide,ug/g,43
Heptachlor epoxide,ug/kg,601
Heptachlor epoxide,ug/l,71
Heptachlorobiphenyl,ng,4
Heptachlorodibenzo-p-dioxin,ng/kg,146
Heptachlorodibenzo-p-dioxin,pg/g,13
Heptachlorodibenzo-p-dioxin,ppt,1
Heptachlorodibenzofuran,ng/kg,144
Heptachlorodibenzofuran,pg/g,8
Heptachlorodibenzofuran,ppt,1
Hexachlorobenzene,%,62
Hexachlorobenzene,None,6
Hexachlorobenzene,ng/g,129
Hexachlorobenzene,pg/l,13
Hexachlorobenzene,ppb,1
Hexachlorobenzene,ug/g,35
Hexachlorobenzene,ug/kg,810
Hexachlorobenzene,ug/l,15
Hexachlorobiphenyl,ng,4
Hexachlorobutadiene,ug/g,2
Hexachlorobutadiene,ug/kg,281
Hexachlorobutadiene,ug/l,100
Hexachlorobutene,ug/kg,43
Hexachlorocyclopentadiene,ug/g,2
Hexachlorocyclopentadiene,ug/kg,263
Hexachlorocyclopentadiene,ug/l,9
Hexachlorodibenzo-p-dioxin,ng/kg,142
Hexachlorodibenzo-p-dioxin,pg/g,8
Hexachlorodibenzo-p-dioxin,ppt,1
Hexachlorodibenzofuran,ng/kg,144
Hexachlorodibenzofuran,pg/g,8
Hexachlorodibenzofuran,ppt,1
Hexachloroethane,ug/g,2
Hexachloroethane,ug/kg,238
Hexachloroethane,ug/l,9
Hexachloropropene,ug/l,9
Hexacosane,ug/kg,238
Hexadecane,ug/kg,238
"Hydrocarbons, petroleum",mg/l,2
Hydrocodone-d3,%,4
Hydrogen ion,mg/l,101884
Hydrogen sulfide,mg/l,44
Hydrolyzable phosphorus,mg/l as P,228
Hydroxide,mg/l,4
Hydroxyacetochlor,ug/l,2
Hydroxymetolachlor,ug/l,1
"Ice cover, floating or solid - severity (choice list)",None,71
"Ice cover, floating or solid - severity (choice list)",code,7
Ice thickness,ft,7
Ice thickness,in,293
Ice thickness,mm,22
Imazethapyr,ng/l,1
Indene,ug/kg,2
"Indeno[1,2,3-cd]pyrene",None,2
"Indeno[1,2,3-cd]pyrene",ng,4
"Indeno[1,2,3-cd]pyrene",ng/g,116
"Indeno[1,2,3-cd]pyrene",ng/l,10
"Indeno[1,2,3-cd]pyrene",ug/g,2
"Indeno[1,2,3-cd]pyrene",ug/kg,676
"Indeno[1,2,3-cd]pyrene",ug/l,48
Indole,ug/kg,81
Indole,ug/l,4
Inorganic carbon,%,317
Inorganic carbon,% by wt,34
Inorganic carbon,g/kg,160
Inorganic carbon,mg/l,207
"Inorganic nitrogen (ammonia, nitrate and nitrite)",mg/l,151
Inorganic nitrogen (nitrate and nitrite),mg/kg,67
Inorganic nitrogen (nitrate and nitrite),mg/kg as N,93
Inorganic nitrogen (nitrate and nitrite),mg/l,109389
Inorganic nitrogen (nitrate and nitrite),mg/l as N,9510
Inorganic nitrogen (nitrate and nitrite),ug/l,1739
Inorganic nitrogen (nitrate and nitrite) as N,mg/kg,20
Inorganic nitrogen (nitrate and nitrite) as N,mg/l,9066
Inorganic nitrogen (nitrate and nitrite) as N,ppb,217
Inorganic nitrogen (nitrate and nitrite) as N,ug/l,375
Iodide,mg/l,45
Iron,%,17
Iron,mg/kg,2535
Iron,mg/l,7776
Iron,ppb,276
Iron,ug/g,15
Iron,ug/kg,95
Iron,ug/l,7348
Irradiance (Seabird),uE/m2/sec,318191
Isoborneol,ug/kg,2
Isodrin,%,149
Isodrin,ug/l,9
Isophorone,ug/g,2
Isophorone,ug/kg,331
Isophorone,ug/l,31
Isoquinoline,ug/kg,3
Isosafrole,ug/l,9
Kellicottia,#/ml,25
Keratella,#/ml,39
Kjeldahl nitrogen,% by wt,112
Kjeldahl nitrogen,mg/kg,1105
Kjeldahl nitrogen,mg/kg as N,111
Kjeldahl nitrogen,mg/l,170712
Kjeldahl nitrogen,mg/l as N,13678
Kjeldahl nitrogen,ug/l,3410
"Labeled 1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",%,166
"Labeled 1,2,3,4,6,7,8-Heptachlorodibenzofuran",%,166
"Labeled 1,2,3,4,7,8,9-Heptachlorodibenzofuran",%,166
"Labeled 1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",%,166
"Labeled 1,2,3,4,7,8-Hexachlorodibenzofuran",%,166
"Labeled 1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",%,166
"Labeled 1,2,3,6,7,8-Hexachlorodibenzofuran",%,166
"Labeled 1,2,3,7,8,9-Hexachlorodibenzofuran",%,166
"Labeled 1,2,3,7,8-Pentachlorodibenzo-p-dioxin",%,166
"Labeled 1,2,3,7,8-Pentachlorodibenzofuran",%,166
"Labeled 2,3,4,6,7,8-Hexachlorodibenzofuran",%,166
"Labeled 2,3,4,7,8-Pentachlorodibenzofuran",%,166
"Labeled 2,3,7,8-Tetrachlorodibenzo-p-dioxin",%,166
"Labeled 2,3,7,8-Tetrachlorodibenzofuran",%,166
Lanthanum,mg/kg,328
Lead,mg/kg,2367
Lead,mg/l,125
Lead,ug/g,93
Lead,ug/kg,346
Lead,ug/l,1322
Lead,umol/g,30
Lead-210,dpm/g,285
Lead-210,pCi/g,16
Length,None,24
Length,micron,157941
Length,mm,178113
"Length, Partial (Fish)",mm,120
"Length, Total (Fish)",None,38
"Length, Total (Fish)",cm,274
"Length, Total (Fish)",mm,1057
Leptodora,count,4
"Light attenuation, depth at 50%",ft,1
"Light attenuation, depth at 99%",m,26
"Light, photosynthetic active radiation (PAR)",uE/m2/sec,4273
Lindane,None,40
Lindane,mg/kg,20
Lindane,ng/g,77
Lindane,pg/l,13
Lindane,ppb,1
Lindane,ug/g,26
Lindane,ug/kg,560
Lindane,ug/l,96
Lipids,%,2717
Lipids,% by wt,112
Liquid limit,%,4
Lirceus,count,2
Lithium,mg/kg,411
Lithium,mg/l,10
Lithium,ug/l,18
Live centric diatoms,None,765
Live pennate diatoms,None,765
MBAS,mg/l,228
MCPA,ng/l,12
Magnesium,%,17
Magnesium,mg/g,4
Magnesium,mg/kg,1343
Magnesium,mg/l,20045
Magnesium,ug/kg,95
Magnesium,ug/l,203
Malathion,ug/kg,10
Malathion,ug/l,43
Manganese,mg/kg,1964
Manganese,mg/l,288
Manganese,ppb,276
Manganese,ug/g,65
Manganese,ug/kg,95
Manganese,ug/l,7785
"Mean PEC Quotient, All analytes",None,9
"Mean PEC Quotient, Metals",None,9
"Mean PEC Quotient, PAHs",None,9
Mecoprop,ng/l,1
Medroxyprogesterone-d3,%,18
Mercury,%,66
Mercury,mg/kg,3101
Mercury,mg/l,36
Mercury,ng/g,336
Mercury,ng/l,569
Mercury,ppm,340
Mercury,ug/g,5131
Mercury,ug/kg,650
Mercury,ug/l,1094
Mercury,umol/g,8
Mesocyclops,count,25
Mestranol,ug/l,9
"Mestranol-2,4,16,16-d4",%,18
Metformin,ng/l,3
Methadone-d9,%,4
Methoxychlor,None,16
Methoxychlor,mg/kg,20
Methoxychlor,ppb,1
Methoxychlor,ug/g,22
Methoxychlor,ug/kg,606
Methoxychlor,ug/l,40
Methyl bromide,ug/kg,3
Methyl bromide,ug/l,103
Methyl ethyl ketone,ug/kg,32
Methyl ethyl ketone,ug/l,12
Methyl isobutyl ketone,ug/kg,32
Methyl isobutyl ketone,ug/l,10
Methyl methanesulfonate,ug/l,9
Methyl parathion,ug/kg,10
Methyl parathion,ug/l,23
Methyl tert-butyl ether,ug/kg,2
Methyl tert-butyl ether,ug/l,13
Methylarsonic acid,ug/g,238
Methylchrysene,ng,4
Methylchrysene,ng/g,28
Methylchrysene,ng/l,10
Methylchrysene,ug/kg,55
Methylchrysene,ug/l,2
Methylene chloride,ug/kg,32
Methylene chloride,ug/l,104
Methylfluorene,None,1
Methylfluorene,ng,4
Methylfluorene,ng/g,30
Methylfluorene,ng/l,10
Methylfluorene,ug/kg,49
Methylfluorene,ug/l,2
Methylmercury(1+),ng/l,533
Methylmercury(1+),ug/kg,96
Methylnaphthalene,None,1
Methylnaphthalene,ng,4
Methylnaphthalene,ng/g,28
Methylnaphthalene,ng/l,10
Methylnaphthalene,ug/kg,182
Metolachlor,ug/kg,225
Metolachlor,ug/l,64
Metolachlor ESA,ng/l,45
Metolachlor ESA,ug/l,22
Metolachlor OA,ng/l,32
Metolachlor OA,ug/l,9
Metribuzin,ug/kg,225
Metribuzin,ug/l,8
Microcystin,ppb,410
Microcystin,ug/l,1474
Microcystin LA,ug/l,3
Microcystin LR,ug/l,870
Microcystin LY,ug/l,2
Microcystin YR,ug/l,2
Microcystis,cp/100 mL,5
"Micrometer Conversion Factor, crustaceans",None,493
"Micrometer Conversion Factor, rotifers",None,1490
Micrometer units,None,19918
Mikrocodides,#/ml,1
Mirex,ng/g,96
Mirex,ppb,1
Mirex,ug/g,13
Mirex,ug/kg,226
Mirex,ug/l,35
Moisture content,%,1609
Molybdenum,mg/kg,325
Molybdenum,ug/g,48
Molybdenum,ug/l,201
"N,N-Diethyl-m-toluamide",ng/l,125
"N,N-Diethyl-m-toluamide",ug/kg,3
"N,N-Diethyl-m-toluamide",ug/l,34
N-Nitrosodi-n-butylamine,ug/l,9
N-Nitrosodi-n-propylamine,ug/g,2
N-Nitrosodi-n-propylamine,ug/kg,281
N-Nitrosodi-n-propylamine,ug/l,9
N-Nitrosodimethylamine,ug/g,2
N-Nitrosodimethylamine,ug/kg,238
N-Nitrosodiphenylamine,ug/g,2
N-Nitrosodiphenylamine,ug/kg,285
N-Nitrosopiperidine,ug/l,9
Nandrolone-d3,%,18
Naphthalene,None,5
Naphthalene,ng,4
Naphthalene,ng/g,89
Naphthalene,ng/l,11
Naphthalene,ug/g,2
Naphthalene,ug/kg,580
Naphthalene,ug/l,145
Naphthalene-d8,%,74
Napropamide,ug/l,2
Neodymium,mg/kg,17
Neotrichia,count,2
Nickel,mg/kg,1386
Nickel,mg/l,104
Nickel,ug/g,65
Nickel,ug/kg,149
Nickel,ug/l,1036
Nickel,umol/g,30
Nicotine,ng/l,3
Niobium,mg/kg,280
Nitrate,None,49
Nitrate,mg/kg,32
Nitrate,mg/l,8300
Nitrate,mg/l NO3,1127
Nitrate,mg/l as N,2206
Nitrate,ug/l,4
Nitrate + Nitrite,mg/l,205
Nitrate as N,mg/kg,2
Nitrate as N,mg/l,39
Nitrite,mg/l,6407
Nitrite,mg/l NO3,871
Nitrite,mg/l as N,1122
Nitrite as N,mg/l,1
Nitrobenzene,ug/g,2
Nitrobenzene,ug/kg,281
Nitrobenzene,ug/l,9
Nitrobenzene-D5,%,383
Nitrogen,mg/g,13
Nitrogen,mg/l,1935
Nitrogen,ppb,1098
Nitrogen,ug/l,4625
Nitrogen ion,mg/l,369
"Nitrogen, ammonium/ammonia ratio",mg/l,1
"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",% by wt,57
"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",mg/kg,187
"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",mg/l,10307
"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",mg/l NO3,6347
"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",ug/l,111
Non-apatite inorganic phosphorus,mg/g,2
Non-viable seed count,count,264
Non-viable seed weight,g,224
Nonachlorobiphenyl,%,139
Nonachlorobiphenyl,ng,1
Norfluoxetine-d6,%,4
Norflurazon,ug/l,38
Number of individuals,None,13527
Number of individuals,count,2964
Number of pedicels per sample plant,count,304
Number of seeds with ergots,count,28
Number of seeds with worm holes,count,158
Number of stalks per sample plant,count,316
Number of valves,None,313
Number of valves,count,43
Nutrient-nitrogen,mg/l,21414
Nutrient-nitrogen,ppb,217
O-Dinitrobenzene,ug/l,9
Octachlorobiphenyl,ng,4
Octachloronaphthalene,%,6
Octachlorostyrene,ng/g,90
Octachlorostyrene,ppb,1
Octachlorostyrene,ug/g,4
Octacosane,%,2
Octacosane,mg/kg,2
Octacosane,ug/kg,238
Octadecane,ug/kg,238
"Odor, atmospheric",code,135
Oil and Grease,code,135
Oil and Grease,mg/kg,138
Oil and Grease,mg/l,147
Oil and grease,mg/kg,5
Oil and grease,mg/l,10
